dataset,layer_name,layer_idx,angular_distance,type
Cars,model.visual.transformer.resblocks.7.attn.o,45,-0.06578508764505386,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.7.attn.o,45,-0.07298824936151505,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.7.mlp.c_fc,46,0.0874440148472786,cross
Cars,model.visual.transformer.resblocks.7.mlp.c_fc,46,0.20794767141342163,corr
Cars,model.visual.transformer.resblocks.7.mlp.c_fc,46,0.05291170999407768,drift
Cars,model.visual.transformer.resblocks.7.mlp.c_fc,46,0.20342114567756653,tot
Cars,model.visual.transformer.resblocks.7.mlp.c_fc,46,-0.09114683419466019,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.7.mlp.c_fc,46,-0.05373541638255119,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.7.mlp.c_proj,47,0.13511505722999573,cross
Cars,model.visual.transformer.resblocks.7.mlp.c_proj,47,0.3838009238243103,corr
Cars,model.visual.transformer.resblocks.7.mlp.c_proj,47,0.0,drift
Cars,model.visual.transformer.resblocks.7.mlp.c_proj,47,0.291246235370636,tot
Cars,model.visual.transformer.resblocks.7.mlp.c_proj,47,-0.22581708431243896,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.7.mlp.c_proj,47,-0.001852661371231079,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.8.attn.q,48,0.18976934254169464,cross
Cars,model.visual.transformer.resblocks.8.attn.q,48,0.2859972417354584,corr
Cars,model.visual.transformer.resblocks.8.attn.q,48,0.06572166085243225,drift
Cars,model.visual.transformer.resblocks.8.attn.q,48,0.2839185297489166,tot
Cars,model.visual.transformer.resblocks.8.attn.q,48,-0.1925273984670639,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.8.attn.q,48,-0.06504231691360474,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.8.attn.k,49,0.2568835914134979,cross
Cars,model.visual.transformer.resblocks.8.attn.k,49,0.25283464789390564,corr
Cars,model.visual.transformer.resblocks.8.attn.k,49,0.06554113328456879,drift
Cars,model.visual.transformer.resblocks.8.attn.k,49,0.3705846667289734,tot
Cars,model.visual.transformer.resblocks.8.attn.k,49,-0.14206022024154663,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.8.attn.k,49,-0.06261448562145233,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.8.attn.v,50,0.20543286204338074,cross
Cars,model.visual.transformer.resblocks.8.attn.v,50,0.2737691402435303,corr
Cars,model.visual.transformer.resblocks.8.attn.v,50,0.06581617891788483,drift
Cars,model.visual.transformer.resblocks.8.attn.v,50,0.2583332061767578,tot
Cars,model.visual.transformer.resblocks.8.attn.v,50,-0.22492468357086182,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.8.attn.v,50,-0.06176029145717621,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.8.attn.o,51,0.08412285894155502,cross
Cars,model.visual.transformer.resblocks.8.attn.o,51,0.13306212425231934,corr
Cars,model.visual.transformer.resblocks.8.attn.o,51,0.08876332640647888,drift
Cars,model.visual.transformer.resblocks.8.attn.o,51,0.15799102187156677,tot
Cars,model.visual.transformer.resblocks.8.attn.o,51,-0.06808536499738693,$\delta_\text{gsc}$
Cars,model.visual.transformer.resblocks.8.attn.o,51,-0.07987192273139954,$\delta_\text{ssc}$
Cars,model.visual.transformer.resblocks.8.mlp.c_fc,52,0.09533635526895523,cross
Cars,model.visual.transformer.resblocks.8.mlp.c_fc,52,0.23903295397758484,corr
